frame_idx,timestamp_unix_s,timestamp_iso_utc,realsense_frame_number,realsense_timestamp_ms,filename
218,1773244922.991724,2026-03-11T16:02:02.991724+00:00,563,1773244922931.126,rgb/frame_000218.jpg
219,1773244923.030584,2026-03-11T16:02:03.030584+00:00,564,1773244922964.499,rgb/frame_000219.jpg
220,1773244923.058910,2026-03-11T16:02:03.058910+00:00,565,1773244922997.873,rgb/frame_000220.jpg
221,1773244923.097582,2026-03-11T16:02:03.097582+00:00,566,1773244923031.246,rgb/frame_000221.jpg
222,1773244923.126395,2026-03-11T16:02:03.126395+00:00,567,1773244923064.619,rgb/frame_000222.jpg
223,1773244923.164059,2026-03-11T16:02:03.164059+00:00,568,1773244923097.992,rgb/frame_000223.jpg
224,1773244923.191339,2026-03-11T16:02:03.191339+00:00,569,1773244923131.365,rgb/frame_000224.jpg
225,1773244923.224601,2026-03-11T16:02:03.224601+00:00,570,1773244923164.739,rgb/frame_000225.jpg
226,1773244923.265027,2026-03-11T16:02:03.265027+00:00,571,1773244923198.112,rgb/frame_000226.jpg
227,1773244923.291791,2026-03-11T16:02:03.291791+00:00,572,1773244923231.486,rgb/frame_000227.jpg
228,1773244923.331357,2026-03-11T16:02:03.331357+00:00,573,1773244923264.859,rgb/frame_000228.jpg
229,1773244923.360017,2026-03-11T16:02:03.360017+00:00,574,1773244923298.232,rgb/frame_000229.jpg
230,1773244923.391727,2026-03-11T16:02:03.391727+00:00,575,1773244923331.605,rgb/frame_000230.jpg
231,1773244923.430825,2026-03-11T16:02:03.430825+00:00,576,1773244923364.977,rgb/frame_000231.jpg
232,1773244923.458449,2026-03-11T16:02:03.458449+00:00,577,1773244923398.348,rgb/frame_000232.jpg
233,1773244923.498293,2026-03-11T16:02:03.498293+00:00,578,1773244923431.720,rgb/frame_000233.jpg
234,1773244923.532938,2026-03-11T16:02:03.532938+00:00,579,1773244923465.092,rgb/frame_000234.jpg
235,1773244923.565091,2026-03-11T16:02:03.565091+00:00,580,1773244923498.464,rgb/frame_000235.jpg
236,1773244923.591846,2026-03-11T16:02:03.591846+00:00,581,1773244923531.836,rgb/frame_000236.jpg
237,1773244923.625959,2026-03-11T16:02:03.625959+00:00,582,1773244923565.208,rgb/frame_000237.jpg
238,1773244923.665540,2026-03-11T16:02:03.665540+00:00,583,1773244923598.579,rgb/frame_000238.jpg
239,1773244923.692662,2026-03-11T16:02:03.692662+00:00,584,1773244923631.951,rgb/frame_000239.jpg
240,1773244923.734228,2026-03-11T16:02:03.734228+00:00,585,1773244923665.323,rgb/frame_000240.jpg
241,1773244923.758627,2026-03-11T16:02:03.758627+00:00,586,1773244923698.695,rgb/frame_000241.jpg
242,1773244923.792681,2026-03-11T16:02:03.792681+00:00,587,1773244923732.066,rgb/frame_000242.jpg
243,1773244923.831576,2026-03-11T16:02:03.831576+00:00,588,1773244923765.438,rgb/frame_000243.jpg
244,1773244923.859360,2026-03-11T16:02:03.859360+00:00,589,1773244923798.810,rgb/frame_000244.jpg
245,1773244923.898199,2026-03-11T16:02:03.898199+00:00,590,1773244923832.181,rgb/frame_000245.jpg
246,1773244923.926219,2026-03-11T16:02:03.926219+00:00,591,1773244923865.553,rgb/frame_000246.jpg
247,1773244923.965107,2026-03-11T16:02:03.965107+00:00,592,1773244923898.925,rgb/frame_000247.jpg
248,1773244923.993046,2026-03-11T16:02:03.993046+00:00,593,1773244923932.297,rgb/frame_000248.jpg
249,1773244924.026070,2026-03-11T16:02:04.026070+00:00,594,1773244923965.669,rgb/frame_000249.jpg
250,1773244924.067082,2026-03-11T16:02:04.067082+00:00,595,1773244923999.041,rgb/frame_000250.jpg
251,1773244924.093751,2026-03-11T16:02:04.093751+00:00,596,1773244924032.412,rgb/frame_000251.jpg
252,1773244924.132378,2026-03-11T16:02:04.132378+00:00,597,1773244924065.784,rgb/frame_000252.jpg
