scan_idx,timestamp_unix_s,num_points
1059,1773245670.206826,259
1060,1773245670.286343,255
1061,1773245670.367428,255
1062,1773245670.446575,261
1063,1773245670.526103,256
1064,1773245670.607257,261
1065,1773245670.687527,258
1066,1773245670.767587,267
1067,1773245670.846910,270
1068,1773245670.927370,266
1069,1773245671.008426,265
1070,1773245671.088363,269
1071,1773245671.167861,266
1072,1773245671.248539,269
1073,1773245671.328424,268
1074,1773245671.408372,264
1075,1773245671.488434,268
1076,1773245671.568965,269
1077,1773245671.649008,269
1078,1773245671.728981,270
1079,1773245671.810586,270
1080,1773245671.890164,273
1081,1773245671.970241,278
1082,1773245672.050450,275
1083,1773245672.130160,274
1084,1773245672.211847,273
1085,1773245672.291110,273
1086,1773245672.371141,274
1087,1773245672.452060,273
1088,1773245672.531410,272
1089,1773245672.612633,273
1090,1773245672.692354,274
1091,1773245672.773299,274
1092,1773245672.853777,273
1093,1773245672.933213,272
1094,1773245673.013255,271
1095,1773245673.093868,270
1096,1773245673.174749,271
1097,1773245673.254616,270
1098,1773245673.335426,268
1099,1773245673.415072,271
1100,1773245673.495592,269
1101,1773245673.576156,268
1102,1773245673.655643,266
1103,1773245673.735580,271
1104,1773245673.815851,268
1105,1773245673.896269,268
1106,1773245673.976707,272
1107,1773245674.057592,275
1108,1773245674.137440,270
1109,1773245674.216842,274
1110,1773245674.297454,273
1111,1773245674.379107,271
1112,1773245674.458655,275
1113,1773245674.538069,277
1114,1773245674.618789,271
1115,1773245674.699641,274
1116,1773245674.780783,275
1117,1773245674.860109,276
1118,1773245674.940935,275
1119,1773245675.022001,274
1120,1773245675.100914,274
1121,1773245675.181142,276
1122,1773245675.261617,274
